,files,seed,dof,mae,acc,bacc,cor_spearman,cor_pearson
1,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.1.h5ad,3482,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
2,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.1.h5ad,7311,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
3,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.1.h5ad,9808,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
4,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.1.h5ad,6988,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
5,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.1.h5ad,1095,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
6,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.3.h5ad,30,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
7,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.3.h5ad,297,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
8,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.3.h5ad,4824,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
9,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.3.h5ad,6463,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
10,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.3.h5ad,2204,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
11,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.5.h5ad,8536,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
12,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.5.h5ad,8620,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
13,/home/julian/Uni/MasterThesis/data/simdata_TS0.1_SS0.5.h5ad,1338,3,2.71902268760907,0.228621291448517,0.142857142857143,0.243382423703207,0.253494893048807
